 -1.4759487E-02 -2.7925877E-03
 -4.0783314E-03 -8.1802960E-03
 -1.2820982E-04 -7.8806672E-03
 -2.0959703E-03 -2.1784646E-03
 -2.2691943E-07  3.8363270E-03
 -7.5008068E-03  6.6872728E-03
 -1.4928409E-02  2.9223354E-03
 -2.4252704E-03 -2.6827236E-03
 -1.1233455E-03 -1.0885368E-02
 -2.0261931E-03 -1.1324245E-02
 -1.1125023E-02 -1.0171773E-02
 -2.0610020E-02 -5.9086606E-03
 -3.5440948E-02  3.0364331E-03
 -2.8724808E-02  2.1271331E-03
 -1.3798884E-02  1.2287386E-03
 -2.1641990E-03  3.7776229E-03
  0.0000000E+00 -4.7701676E-03
 -1.0201252E-02 -1.5967544E-02
 -1.4212000E-02 -1.3624609E-02
 -2.3784319E-02  2.0835109E-03
 -1.9942675E-02  9.8169809E-03
 -5.4710107E-03  7.6533523E-03
 -7.2173863E-03 -3.3417712E-03
 -1.4945050E-02 -1.7125813E-02
 -2.1347865E-02 -2.5249213E-02
 -7.1914280E-03 -1.0518135E-02
 -2.6312611E-05  1.2741080E-02
  0.0000000E+00  9.8202527E-03
  0.0000000E+00 -1.5166921E-02
 -4.6089217E-06 -2.4485745E-02
  0.0000000E+00 -1.6129656E-02
  0.0000000E+00 -1.1061993E-03
 -1.3552984E-02  1.9699516E-02
 -3.2091562E-02  4.2148385E-02
 -6.2157875E-03  4.3384545E-02
 -2.1387443E-02  2.0988185E-02
 -6.0135692E-02  5.1855627E-03
 -5.9586734E-02  1.2180910E-02
 -0.1252026     -6.6457298E-03
 -2.0308606E-02 -3.5779115E-03
 -6.2987185E-03 -1.2081163E-02
 -6.5380968E-03 -1.1648354E-02
 -5.7455053E-04 -5.6161806E-03
  0.0000000E+00  2.7035843E-03
 -6.0342735E-04  4.5103473E-03
 -1.0967949E-02 -1.8709910E-04
 -1.5719026E-02 -7.8492230E-03
  0.0000000E+00 -1.0037415E-02
 -5.5399970E-03 -7.3616011E-03
 -1.0167269E-02 -4.3448848E-03
 -1.4379861E-02 -4.9616988E-03
 -1.9437151E-02 -6.6641066E-03
 -2.7631992E-02 -7.9900203E-03
 -2.3444856E-02  4.1996076E-04
 -1.2512146E-02  1.1392964E-02
 -1.6889391E-02  3.4658446E-03
 -2.3284001E-02 -1.2713175E-02
 -2.2616209E-02 -1.7910158E-02
 -2.0040996E-02 -1.2870163E-02
 -9.7021861E-03 -1.0508108E-02
  0.0000000E+00 -6.8008159E-03
